ResponseId,Duration (in seconds),showdata,Q-demos-age,Q-demos-gender,Q-demos-hispanic,Q-demos-race,Q-demos-income,Q-demos-state,Q-share-browser-data,Q-perceptions-1,Q-perceptions-2,source
R_6xQv3cUyT0pKUym,82,true,45 - 54 years,Male,No,White or Caucasian,"$150,000 or more",New Jersey,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_6xQySyEaZbonLyn,73,true,35 - 44 years,Female,No,White or Caucasian,"$50,000 - $74,999",Massachusetts,Consent to share,Somewhat disagree ,Strongly disagree ,PROLIFIC
R_6xRSF1E46nD82KD,95,false,35 - 44 years,Male,No,White or Caucasian,"$75,000 - $99,999",New Jersey,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_6xXaEDvM4DnXNeW,117,false,65 or older,Male,No,Black or African American,"$50,000 - $74,999",Florida,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_6xY4ft1TiHEjgjA,111,true,65 or older,Male,No,White or Caucasian,"$25,000 - $49,999",Kentucky,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6xZZiV1t6ImOE6t,45,true,25 - 34 years,Female,No,White or Caucasian,"$100,000 - $149,999",North Carolina,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6xcF7oIhvQEZiVj,110,true,25 - 34 years,Female,No,White or Caucasian,"$75,000 - $99,999",North Carolina,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6xclzMeeTwDtujD,88,true,25 - 34 years,Female,No,White or Caucasian,"$150,000 or more",Washington,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_6xkTOqPt4ox4ALv,119,true,55 - 64 years,Female,No,White or Caucasian,"$100,000 - $149,999",New York,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6xmnbZLH4FfZrnr,56,true,25 - 34 years,Female,No,White or Caucasian,"Less than $25,000",South Carolina,Decline,Somewhat disagree ,Strongly agree,PROLIFIC
R_6xnHL3FeWMZXlUB,252,true,55 - 64 years,Other,No,White or Caucasian,"Less than $25,000",Florida,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6xtr9HLqj3ddENX,48,false,25 - 34 years,Female,Yes,White or Caucasian,"$75,000 - $99,999",California,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_6xzQhGncnCCTUVf,81,false,35 - 44 years,Male,No,Asian,"$50,000 - $74,999",Missouri,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6y3NNEtk8AxGbAn,64,true,45 - 54 years,Female,No,White or Caucasian,"$150,000 or more",Texas,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6y4oUmBAJpQPqOF,56,true,35 - 44 years,Male,No,Black or African American,"$25,000 - $49,999",Alabama,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6y4uNBby1NOrYdw,71,true,25 - 34 years,Male,No,"White or Caucasian,Asian","$50,000 - $74,999",Florida,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_6y5kiNWiezx17hv,50,true,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",Florida,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_6y5vlcmUWvonjjP,51,true,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Connecticut,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_6y75Y9lq5cMeM6i,90,true,35 - 44 years,Male,No,White or Caucasian,"$50,000 - $74,999",Florida,Decline,Strongly agree,Somewhat agree ,PROLIFIC
R_6y7A9UJzFlnN0UU,81,false,55 - 64 years,Female,No,Black or African American,Prefer not to say,Ohio,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_6y8IFRcbLLrUXk6,34,false,25 - 34 years,Female,No,White or Caucasian,"$100,000 - $149,999",North Carolina,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6yFQlXBCRpDTx4J,39,false,35 - 44 years,Male,Yes,White or Caucasian,"$150,000 or more",Texas,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_6yLK1NxpT787W3T,42,true,45 - 54 years,Female,No,Black or African American,"$25,000 - $49,999",North Carolina,Consent to share,Strongly agree,Strongly disagree ,PROLIFIC
R_6ybp5THL1bHdlex,132,true,25 - 34 years,Female,No,Black or African American,"$25,000 - $49,999",Florida,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_6yeEaYkiQBceLKn,106,true,65 or older,Male,No,White or Caucasian,"$50,000 - $74,999",Vermont,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_6yeFNoPqEGbDT3j,82,true,25 - 34 years,Male,No,White or Caucasian,"$75,000 - $99,999",New Hampshire,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6yeXsJh7l0Ns6Uf,64,false,25 - 34 years,Female,No,White or Caucasian,"Less than $25,000",North Carolina,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6ygbdSRNqx2HInM,105,true,45 - 54 years,Female,No,White or Caucasian,"Less than $25,000",Kentucky,Consent to share,Strongly disagree ,Strongly disagree ,PROLIFIC
R_6ygyzh01jxgQiZp,253,true,25 - 34 years,Female,No,Black or African American,"$75,000 - $99,999",Georgia,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_6yjPEfUzH0z8wxP,51,true,25 - 34 years,Other,No,White or Caucasian,"$25,000 - $49,999",Kentucky,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_6yjcLzAeRMvOIM9,114,true,18 - 24 years,Female,Yes,White or Caucasian,"$100,000 - $149,999",Illinois,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_6yjyNdg6OMYXC6d,65,false,18 - 24 years,Female,No,Asian,"$25,000 - $49,999",California,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_6ym6amNOuhfTpaC,92,false,55 - 64 years,Female,No,White or Caucasian,"$25,000 - $49,999",North Carolina,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6ymQCUlQj2bQyL7,61,true,25 - 34 years,Female,No,White or Caucasian,"Less than $25,000",Arkansas,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_6ymrIIW3P8PQ8HD,74,true,25 - 34 years,Male,No,White or Caucasian,"$150,000 or more",New York,Consent to share,Somewhat agree ,Somewhat disagree ,COLLEAGUE
R_6ypHnQb0TtK7sqH,71,false,18 - 24 years,Male,No,White or Caucasian,"$75,000 - $99,999",Ohio,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_6ypHorE5SAbrfm9,100,false,35 - 44 years,Male,No,White or Caucasian,"$50,000 - $74,999",Arizona,Decline,Neutral ,Somewhat disagree ,PROLIFIC
R_6yqFpBhBYdrxp8d,178,true,35 - 44 years,Female,No,Black or African American,"Less than $25,000",Maryland,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_6yrcNwSCQ0djRC4,94,false,55 - 64 years,Male,No,White or Caucasian,"$75,000 - $99,999",North Carolina,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_6yrwIoSUw1PvtNn,51,false,25 - 34 years,Female,No,Asian,"$25,000 - $49,999",California,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6ytjP2TPTSJ5nRD,40,false,35 - 44 years,Male,No,White or Caucasian,"$50,000 - $74,999",Washington,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6z1ov66Fyx8zyMh,91,true,45 - 54 years,Female,No,Asian,"$100,000 - $149,999",California,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_6z5OnFIW45116mt,30,false,35 - 44 years,Male,No,White or Caucasian,"$75,000 - $99,999",Wisconsin,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_6z78nWscRLbQWuI,133,false,25 - 34 years,Male,No,White or Caucasian,"$100,000 - $149,999",Kentucky,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6zAVPpaXTkyp7la,41,true,25 - 34 years,Male,No,White or Caucasian,"Less than $25,000",Arizona,Consent to share,Neutral ,Neutral ,PROLIFIC
R_6zAYInizobJybSY,45,false,45 - 54 years,Male,No,White or Caucasian,"$75,000 - $99,999",Texas,Consent to share,Strongly agree,Strongly agree,PROLIFIC
R_6zCjLSd8G37ddRP,36,true,25 - 34 years,Male,No,White or Caucasian,"$75,000 - $99,999",Ohio,Consent to share,Neutral ,Neutral ,PROLIFIC
R_6zCsfyZJVCgfMBL,80,false,55 - 64 years,Female,No,White or Caucasian,"$50,000 - $74,999",Washington,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_6zGUMLdeeRRJu13,182,true,25 - 34 years,Female,No,White or Caucasian,"$150,000 or more",District of Columbia,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6zGhUyJs3fgXxd5,96,true,25 - 34 years,Female,No,Asian,"$75,000 - $99,999",California,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_6zHWRiwom7GyUuJ,57,false,35 - 44 years,Male,No,White or Caucasian,"$50,000 - $74,999",Washington,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6zHXqCYQgEshL6K,43,true,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Arizona,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_6zHezMA7Gz58SZD,65,false,55 - 64 years,Female,No,White or Caucasian,"$100,000 - $149,999",Iowa,Decline,Somewhat disagree ,Strongly agree,PROLIFIC
R_6zHqp5JU44TXLlM,50,false,35 - 44 years,Male,No,White or Caucasian,"$100,000 - $149,999",Delaware,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6zKAVUSaVYmfTB7,57,true,25 - 34 years,Male,No,White or Caucasian,"$75,000 - $99,999",Idaho,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_6zLSPRjdZA1PEQP,61,false,18 - 24 years,Male,No,White or Caucasian,"$25,000 - $49,999",Texas,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_6zMwseyhK0OAoQq,69,true,55 - 64 years,Female,No,Asian,"$50,000 - $74,999",California,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6zY2tqOsyFtw9Di,80,true,45 - 54 years,Female,No,White or Caucasian,"$100,000 - $149,999",North Carolina,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_6zYpOiNXHuvvVqw,20,false,35 - 44 years,Male,No,White or Caucasian,"$25,000 - $49,999",Florida,Consent to share,Strongly agree,Strongly agree,PROLIFIC
R_6zZ11ArbB99UDXH,68,true,25 - 34 years,Male,Yes,Other,"$25,000 - $49,999",Nevada,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_6zc8dpK1KiQ8y9b,123,true,55 - 64 years,Male,No,White or Caucasian,"$150,000 or more",California,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6zcrK7jXp2gC6JP,150,true,35 - 44 years,Male,No,White or Caucasian,"$75,000 - $99,999",Oregon,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_6zcs7y7DxojaoPD,166,false,55 - 64 years,Female,No,Black or African American,"$25,000 - $49,999",North Carolina,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_6zcuvLVmW15jpoR,60,true,25 - 34 years,Female,No,Asian,"$75,000 - $99,999",North Carolina,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_6zd2FMJ5Gk7dQFX,107,true,45 - 54 years,Female,No,Other,"$75,000 - $99,999",Colorado,Decline,Somewhat disagree ,Strongly agree,PROLIFIC
R_6zdQwS9hZDwM4kV,104,false,65 or older,Female,No,White or Caucasian,"$25,000 - $49,999",Colorado,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_6zdWZPPdUR5mm60,78,true,25 - 34 years,Female,No,Asian,"$50,000 - $74,999",Illinois,Decline,Strongly disagree ,Neutral ,PROLIFIC
R_6zfbioN5N6Xr36F,33,true,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Florida,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_6zhVoKG4U0Dd2Xj,71,true,45 - 54 years,Female,No,White or Caucasian,"$75,000 - $99,999",Ohio,Decline,Strongly disagree ,Somewhat agree ,PROLIFIC
R_6zhwAyUl3FtHgJz,97,true,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Washington,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_6zkIqJC3ojPUerL,98,true,35 - 44 years,Male,No,White or Caucasian,"Less than $25,000",Pennsylvania,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_6zl757PJKzqjbze,51,true,18 - 24 years,Male,No,White or Caucasian,"$25,000 - $49,999",Texas,Decline,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_6zpChMfKBqyuHAY,35,true,25 - 34 years,Male,No,White or Caucasian,"$100,000 - $149,999",Wisconsin,Decline,Neutral ,Somewhat disagree ,PROLIFIC
R_6zqMspplV9LC77C,85,true,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Illinois,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_6ztPoafN08Xdl7H,57,true,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Oklahoma,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_702IYEbAhmP5Dqh,126,false,55 - 64 years,Female,Yes,White or Caucasian,"$25,000 - $49,999",Texas,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_702yZSdsycOnV8N,74,true,18 - 24 years,Male,No,Asian,"Less than $25,000",Wisconsin,Decline,Strongly agree,Strongly agree,PROLIFIC
R_7060fxkMnwP4SI4,45,false,25 - 34 years,Male,Yes,White or Caucasian,"$50,000 - $74,999",Michigan,Decline,Strongly agree,Somewhat agree ,PROLIFIC
R_706PPLugi2GG5Hc,46,false,35 - 44 years,Female,No,White or Caucasian,"$100,000 - $149,999",Tennessee,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_706QSojrUEJahTW,72,true,25 - 34 years,Female,Yes,"White or Caucasian,American Indian/Native American or Alaska Native",Prefer not to say,Texas,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_706rO5wiJmXEEgh,80,true,45 - 54 years,Male,No,Asian,"$150,000 or more",Texas,Decline,Strongly agree,Strongly agree,PROLIFIC
R_707nEasIRxF2irf,35,false,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",Massachusetts,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_70Cmc0aPpzEvZM5,44,false,25 - 34 years,Female,Yes,White or Caucasian,"$50,000 - $74,999",Illinois,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_70DIAdyCZx9NYCR,39,false,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",California,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_70GXlWdNV8PROhK,46,false,25 - 34 years,Male,No,Black or African American,"$25,000 - $49,999",Florida,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_70Hc88Lr1u49LEt,42,true,18 - 24 years,Female,No,White or Caucasian,"$75,000 - $99,999",Ohio,Consent to share,Somewhat disagree ,Somewhat disagree ,PROLIFIC
R_70KuWk1dcOCw7br,118,true,25 - 34 years,Female,No,White or Caucasian,"$150,000 or more",California,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_70O2k3QhguBWbRz,81,false,55 - 64 years,Female,No,White or Caucasian,"$25,000 - $49,999",Kentucky,Decline,Neutral ,Somewhat agree ,PROLIFIC
R_70OSFpmr2zEsdH3,55,false,25 - 34 years,Female,No,White or Caucasian,"$100,000 - $149,999",Maryland,Decline,Strongly disagree ,Strongly agree,PROLIFIC
R_70P9hh9FyX1VpcV,61,true,55 - 64 years,Male,No,White or Caucasian,"$25,000 - $49,999",Michigan,Consent to share,Neutral ,Somewhat disagree ,PROLIFIC
R_70R00kzHUQ417d7,143,true,45 - 54 years,Male,No,White or Caucasian,"Less than $25,000",North Carolina,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_70SE21eR5FKo6An,47,false,25 - 34 years,Male,No,Asian,"$50,000 - $74,999",New York,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_70SNX9ZHBi5BJ60,530,false,35 - 44 years,Male,Yes,White or Caucasian,"$150,000 or more",Nevada,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_70ZOUEyz5WEzD1D,43,false,18 - 24 years,Female,No,White or Caucasian,"$150,000 or more",Arizona,Consent to share,Strongly disagree ,Neutral ,PROLIFIC
R_70dUiKQpQr2bXvn,39,false,35 - 44 years,Male,No,White or Caucasian,"$75,000 - $99,999",Pennsylvania,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_70eCk08uwDhvtPk,145,true,55 - 64 years,Female,No,"White or Caucasian,American Indian/Native American or Alaska Native","$100,000 - $149,999",Florida,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_70fldNhM4RFSQed,52,false,18 - 24 years,Other,No,White or Caucasian,"Less than $25,000",Wisconsin,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_70ioYO8cJ778QJX,64,true,18 - 24 years,Male,No,White or Caucasian,"$75,000 - $99,999",South Carolina,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_70jta23cFtijy3n,53,false,45 - 54 years,Female,No,White or Caucasian,"$25,000 - $49,999",Connecticut,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_70khy2e2T74Aafv,87,true,35 - 44 years,Female,No,White or Caucasian,"Less than $25,000",California,Consent to share,Neutral ,Strongly agree,PROLIFIC
R_70ktfr6LzwfM2nT,53,true,35 - 44 years,Male,No,Black or African American,"$25,000 - $49,999",New York,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_70leuVWauv2zbjj,56,false,25 - 34 years,Male,No,White or Caucasian,"Less than $25,000",New York,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_70muLEAa2O5Ug1P,70,true,18 - 24 years,Female,No,White or Caucasian,"$75,000 - $99,999",Virginia,Decline,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_70oEWUSSOGr5Vq1,45,false,35 - 44 years,Male,No,White or Caucasian,"$75,000 - $99,999",Michigan,Decline,Somewhat disagree ,Neutral ,PROLIFIC
R_70oS79cEzDir0tm,41,false,25 - 34 years,Female,No,White or Caucasian,"$50,000 - $74,999",Arkansas,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_70oUMBJMmrPODco,81,true,35 - 44 years,Male,No,Asian,"$50,000 - $74,999",Iowa,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_70ocPT0maAA8Kpa,89,true,25 - 34 years,Other,No,White or Caucasian,"$75,000 - $99,999",Nevada,Consent to share,Strongly agree,Somewhat agree ,PROLIFIC
R_70oeNfHpINMlNm0,81,true,18 - 24 years,Male,No,White or Caucasian,"Less than $25,000",Maryland,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_70pB8x2fdKyYxmj,88,false,18 - 24 years,Male,No,White or Caucasian,"$100,000 - $149,999",Georgia,Decline,Strongly agree,Strongly agree,PROLIFIC
R_70pCkCsQJn09wyd,68,false,18 - 24 years,Female,No,White or Caucasian,"$100,000 - $149,999",Texas,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_70qJdFAs8ZVrLDm,56,true,25 - 34 years,Female,No,"White or Caucasian,Black or African American","$25,000 - $49,999",Alabama,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_70qNLnT3APskOFZ,63,true,45 - 54 years,Female,No,White or Caucasian,"$25,000 - $49,999",Michigan,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_70uCYnQMi2qNyzY,48,false,25 - 34 years,Other,No,White or Caucasian,"$50,000 - $74,999",Washington,Consent to share,Somewhat agree ,Neutral ,PROLIFIC
R_70ucyEb2W01RAbW,117,false,35 - 44 years,Male,No,White or Caucasian,"$100,000 - $149,999",Connecticut,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_70vDVvWgcOkeyhe,103,false,55 - 64 years,Male,No,White or Caucasian,"$75,000 - $99,999",Georgia,Decline,Somewhat agree ,Strongly agree,PROLIFIC
R_70vc1xObAnYM8w8,43,true,35 - 44 years,Female,No,White or Caucasian,"$25,000 - $49,999",Virginia,Decline,Neutral ,Neutral ,PROLIFIC
R_70xOF5nOYVVY2Rj,119,true,35 - 44 years,Female,No,White or Caucasian,"$150,000 or more",Hawaii,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_710LeLOMT8Owha6,67,true,55 - 64 years,Female,No,White or Caucasian,"$75,000 - $99,999",Kentucky,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_710a4QDUHWgYLrs,31,false,18 - 24 years,Female,No,Asian,"Less than $25,000",Texas,Consent to share,Strongly agree,Strongly agree,PROLIFIC
R_711RPssmMmWUFQB,77,true,45 - 54 years,Female,No,White or Caucasian,"$25,000 - $49,999",Virginia,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_715Ibdv9nuEsZCR,39,true,18 - 24 years,Female,Yes,White or Caucasian,"$50,000 - $74,999",Texas,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_7169Tjq7O5qv4IV,37,true,18 - 24 years,Male,Yes,White or Caucasian,"$25,000 - $49,999",California,Consent to share,Strongly agree,Strongly agree,PROLIFIC
R_716BBk008nsOCQ1,51,true,25 - 34 years,Female,No,Black or African American,"Less than $25,000",Ohio,Decline,Neutral ,Somewhat disagree ,PROLIFIC
R_716JwPyPMaFZ1AQ,38,false,18 - 24 years,Male,No,White or Caucasian,"$75,000 - $99,999",Mississippi,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_717cGSBdbL22X3t,43,true,25 - 34 years,Male,No,Asian,"$50,000 - $74,999",New York,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_717mEwe7tlqo3C4,99,true,45 - 54 years,Male,No,White or Caucasian,"$25,000 - $49,999",Tennessee,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_7199k8ecXG5WMnL,154,false,18 - 24 years,Male,No,White or Caucasian,"$75,000 - $99,999",Texas,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
R_71C5tlfYvCYAXF7,160,false,25 - 34 years,Female,No,White or Caucasian,"$25,000 - $49,999",Oklahoma,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_71Co5VfeZlNra25,54,false,25 - 34 years,Male,No,White or Caucasian,"$50,000 - $74,999",Oregon,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_71EKo4fZNeT04Cs,78,false,25 - 34 years,Female,No,White or Caucasian,"$25,000 - $49,999",Ohio,Decline,Somewhat agree ,Somewhat agree ,PROLIFIC
R_71EQSNnFh7F4KEg,59,true,35 - 44 years,Male,No,White or Caucasian,"Less than $25,000",Ohio,Consent to share,Somewhat agree ,Somewhat agree ,PROLIFIC
R_71F0tZZ7u4QuXzC,52,false,35 - 44 years,Female,No,Black or African American,"$50,000 - $74,999",Georgia,Consent to share,Somewhat agree ,Strongly agree,PROLIFIC
R_71F5y8E9uksUBGB,50,true,35 - 44 years,Female,No,White or Caucasian,"$25,000 - $49,999",Maine,Consent to share,Somewhat disagree ,Strongly agree,PROLIFIC
R_71FiM2IGK0Usz2A,48,false,35 - 44 years,Female,No,White or Caucasian,"$100,000 - $149,999",Illinois,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_71H0X7I4PfyIdTK,82,true,25 - 34 years,Male,No,White or Caucasian,"$25,000 - $49,999",Wisconsin,Consent to share,Strongly disagree ,Somewhat agree ,PROLIFIC
R_71KRxtPue3lDgsZ,63,false,25 - 34 years,Female,No,White or Caucasian,"$25,000 - $49,999",Illinois,Consent to share,Somewhat disagree ,Neutral ,PROLIFIC
R_71Kio1aCGUsT92Q,54,false,55 - 64 years,Male,No,White or Caucasian,"$100,000 - $149,999",Florida,Consent to share,Somewhat agree ,Somewhat disagree ,PROLIFIC
R_71LVixk6Tzq6yoI,81,true,45 - 54 years,Female,No,White or Caucasian,"$75,000 - $99,999",Maryland,Consent to share,Somewhat disagree ,Somewhat agree ,PROLIFIC
R_71MBQh6Y6k6xzQ1,66,false,35 - 44 years,Female,No,White or Caucasian,"$50,000 - $74,999",Michigan,Consent to share,Neutral ,Somewhat agree ,PROLIFIC
